Mod:Item:MetaData, Localized Name
immersiveengineering:stone_decoration_stairs_concrete_leaded, Ступени из свинцового бетона
immersiveengineering:stone_device:3, Бетонный лист
immersiveengineering:stone_device:4, Бетонная панель
immersiveengineering:stone_device:5, Бетонный кусок
immersiveengineering:treated_wood:0, Доски из обработанного дерева
immersiveengineering:treated_wood:1, Доски из обработанного дерева
immersiveengineering:treated_wood:2, Доски из обработанного дерева
immersiveengineering:treated_wood_slab:0, Плита из обработанного дерева
immersiveengineering:treated_wood_slab:1, Плита из обработанного дерева
immersiveengineering:treated_wood_slab:2, Плита из обработанного дерева
immersiveengineering:treated_wood_stairs0, Ступени из обработанного дерева
immersiveengineering:treated_wood_stairs1, Ступени из обработанного дерева
immersiveengineering:treated_wood_stairs2, Ступени из обработанного дерева
immersiveengineering:wooden_decoration:0, Забор из обработанного дерева
immersiveengineering:wooden_decoration:1, Леса из обработанного дерева
immersiveengineering:wooden_device0:0, Деревянный чемодан
immersiveengineering:wooden_device0:1, Деревянная бочка
immersiveengineering:wooden_device0:2, Верстак инженера
immersiveengineering:wooden_device0:3, Сортировщик предметов
immersiveengineering:wooden_device0:4, Пороховая бочка
immersiveengineering:wooden_device0:5, Усиленный чемодан
immersiveengineering:wooden_device0:6, Поворотный стол
immersiveengineering:wooden_device0:7, Сортировщик жидкостей
immersiveengineering:wooden_device1:0, Водяное колесо
immersiveengineering:wooden_device1:1, Ветряная мельница
immersiveengineering:wooden_device1:3, Деревянный столб
immersiveengineering:wooden_device1:4, Крепление из обработанного дерева
immersiveengineering:hemp, Промышленная конопля
immersiveengineering:cloth_device:0, Спасательная подушка
immersiveengineering:cloth_device:1, Воздушный шар
immersiveengineering:cloth_device:2, Занавес
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Медный листовой металл
immersiveengineering:sheetmetal:1, Алюминиевый листовой металл
immersiveengineering:sheetmetal:2, Свинцовый листовой металл
immersiveengineering:sheetmetal:3, Серебряный листовой металл
immersiveengineering:sheetmetal:4, Никелевый листовой металл
immersiveengineering:sheetmetal:5, Урановый листовой металл
immersiveengineering:sheetmetal:6, Константановый листовой металл
immersiveengineering:sheetmetal:7, Электрумовый листовой металл
immersiveengineering:sheetmetal:8, Стальной листовой металл
immersiveengineering:sheetmetal:9, Железный листовой металл
immersiveengineering:sheetmetal:10, Золотой листовой металл
immersiveengineering:sheetmetal_slab:0, Плита из листовой меди
immersiveengineering:sheetmetal_slab:1, Плита из листового алюминия
immersiveengineering:sheetmetal_slab:2, Плита из листового свинца
immersiveengineering:sheetmetal_slab:3, Плита из листового серебра
immersiveengineering:sheetmetal_slab:4, Плита из листового никеля
immersiveengineering:sheetmetal_slab:5, Плита из листового урана
immersiveengineering:sheetmetal_slab:6, Плита из листового константана
immersiveengineering:sheetmetal_slab:7, Плита из листового электрума
immersiveengineering:sheetmetal_slab:8, Плита из листовой стали
immersiveengineering:sheetmetal_slab:9, Плита из листового железа
immersiveengineering:sheetmetal_slab:10, Плита из листового золота
immersiveengineering:metal_decoration0:0, Блок медного провода
immersiveengineering:metal_decoration0:1, Блок электрумового провода
immersiveengineering:metal_decoration0:2, Блок высоковольтного провода
immersiveengineering:metal_decoration0:3, Краснокаменный инженерный блок
immersiveengineering:metal_decoration0:4, Лёгкий инженерный блок
immersiveengineering:metal_decoration0:5, Тяжёлый инженерный блок
immersiveengineering:metal_decoration0:6, Блок генератора
immersiveengineering:metal_decoration0:7, Блок радиатора
immersiveengineering:metal_decoration1:0, Стальной забор
immersiveengineering:metal_decoration1:1, Стальные леса
immersiveengineering:metal_decoration1:2, Стальные леса
immersiveengineering:metal_decoration1:3, Стальные леса
immersiveengineering:metal_decoration1:4, Алюминиевый забор
immersiveengineering:metal_decoration1:5, Алюминиевые леса
immersiveengineering:metal_decoration1:6, Алюминиевые леса
immersiveengineering:metal_decoration1:7, Алюминиевые леса
immersiveengineering:metal_decoration2:0, Стальной столб
immersiveengineering:metal_decoration2:1, Стальной крепёж
immersiveengineering:metal_decoration2:2, Алюминиевый столб
immersiveengineering:metal_decoration2:3, Алюминиевый крепёж
immersiveengineering:metal_decoration2:4, Фонарь
immersiveengineering:metal_decoration2:5, Колючая проволока
immersiveengineering:metal_decoration2:7, Стальная опора
immersiveengineering:metal_decoration2:8, Алюминиевая опора
immersiveengineering:metal_decoration1_slab:1, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:2, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:3, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:5, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:6, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:7, Плита из алюминиевых лесов
immersiveengineering:steel_scaffolding_stairs0, Ступени из стальных лесов
immersiveengineering:steel_scaffolding_stairs1, Ступени из стальных лесов
immersiveengineering:steel_scaffolding_stairs2, Ступени из стальных лесов
immersiveengineering:aluminum_scaffolding_stairs0, Ступени из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs1, Ступени из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs2, Ступени из алюминиевых лесов
immersiveengineering:metal_ladder:0, Металлическая лестница
immersiveengineering:metal_ladder:1, Лестница покрытая лесами
immersiveengineering:metal_ladder:2, Лестница покрытая лесами
immersiveengineering:connector:0, Низковольтный коннектор
immersiveengineering:connector:1, Низковольтное реле
immersiveengineering:connector:2, Средневольтный коннектор
immersiveengineering:connector:3, Средневольтное реле
immersiveengineering:connector:4, Высоковольтный коннектор
immersiveengineering:connector:5, Высоковольтное реле
immersiveengineering:connector:6, Строительный коннектор
immersiveengineering:connector:7, Трансформатор
immersiveengineering:connector:8, Высоковольтный трансформатор
immersiveengineering:connector:9, Рубильник
immersiveengineering:connector:10, Краснокаменный рубильник
immersiveengineering:connector:11, Трансформатор тока
immersiveengineering:connector:12, Краснокаменный коннектор
immersiveengineering:connector:13, Коннектор краснокаменного зонда
immersiveengineering:metal_device0:0, Низковольтный конденсатор
immersiveengineering:metal_device0:1, Средневольтный конденсатор
immersiveengineering:metal_device0:2, Высоковольтный конденсатор
immersiveengineering:metal_device0:3, Конденсатор для творческого режима
immersiveengineering:metal_device0:4, Металлическая бочка
immersiveengineering:metal_device0:5, Насос
immersiveengineering:metal_device0:6, Слив
immersiveengineering:metal_device1:0, Воздухонагреватель доменной печи
immersiveengineering:metal_device1:1, Внешний нагреватель
immersiveengineering:metal_device1:2, Кинетический генератор
immersiveengineering:metal_device1:3, Термоэлектрогенератор
immersiveengineering:metal_device1:4, Электрический фонарь
immersiveengineering:metal_device1:5, Зарядная станция
immersiveengineering:metal_device1:6, Труба для жидкостей
immersiveengineering:metal_device1:7, Буровая установка
immersiveengineering:metal_device1:8, Катушка Тесла
immersiveengineering:metal_device1:9, Прожектор
immersiveengineering:metal_device1:10, Жидкостная турель
immersiveengineering:metal_device1:11, Оружейная турель
immersiveengineering:metal_device1:13, Садовая теплица
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Обработанная палка
immersiveengineering:material:1, Железный прут
immersiveengineering:material:2, Стальной прут
immersiveengineering:material:3, Алюминиевый прут
immersiveengineering:material:4, Волокно промышленной конопли
immersiveengineering:material:5, Прочная ткань
immersiveengineering:material:6, Коксовый уголь
immersiveengineering:material:7, Шлак
immersiveengineering:material:8, Железный механический компонент
immersiveengineering:material:9, Стальной механический компонент
immersiveengineering:material:10, Часть водяного колеса
immersiveengineering:material:11, Лопасть ветряной мельницы
immersiveengineering:material:12, Парус ветряной мельницы
immersiveengineering:material:13, Деревянная рукоятка
immersiveengineering:material:14, Ствол револьвера
immersiveengineering:material:15, Барабан револьвера
immersiveengineering:material:16, Корпус револьвера
immersiveengineering:material:17, Коксовая пыль
immersiveengineering:material:18, Пыль ВОП-графита
immersiveengineering:material:19, Слиток ВОП-графита
immersiveengineering:material:20, Медный провод
immersiveengineering:material:21, Электрумовый провод
immersiveengineering:material:22, Алюминиевый провод
immersiveengineering:material:23, Стальной трос
immersiveengineering:material:24, Нитратная пыль
immersiveengineering:material:25, Серная пыль
immersiveengineering:material:26, Электронная лампа
immersiveengineering:material:27, Монтажная плата
immersiveengineering:metal:0, Медный слиток
immersiveengineering:metal:1, Алюминиевый слиток
immersiveengineering:metal:2, Свинцовый слиток
immersiveengineering:metal:3, Серебряный слиток
immersiveengineering:metal:4, Никелевый слиток
immersiveengineering:metal:5, Урановый слиток
immersiveengineering:metal:6, Константановый слиток
immersiveengineering:metal:7, Электрумовый слиток
immersiveengineering:metal:8, Стальной слиток
immersiveengineering:metal:9, Медная пыль
immersiveengineering:metal:10, Алюминиевая пыль
immersiveengineering:metal:11, Свинцовая пыль
immersiveengineering:metal:12, Серебряная пыль
immersiveengineering:metal:13, Никелевая пыль
immersiveengineering:metal:14, Урановая пыль
immersiveengineering:metal:15, Константановая пыль
immersiveengineering:metal:16, Электрумовая пыль
immersiveengineering:metal:17, Стальная пыль
immersiveengineering:metal:18, Железная пыль
immersiveengineering:metal:19, Золотая пыль
immersiveengineering:metal:20, Медный самородок
immersiveengineering:metal:21, Алюминиевый самородок
immersiveengineering:metal:22, Свинцовый самородок
immersiveengineering:metal:23, Серебряный самородок
immersiveengineering:metal:24, Никелевый самородок
immersiveengineering:metal:25, Урановый самородок
immersiveengineering:metal:26, Константановый самородок
immersiveengineering:metal:27, Электрумовый самородок
immersiveengineering:metal:28, Стальной самородок
immersiveengineering:metal:29, Железный самородок
immersiveengineering:metal:30, Медная пластина
immersiveengineering:metal:31, Алюминиевая пластина
immersiveengineering:metal:32, Свинцовая пластина
immersiveengineering:metal:33, Серебряная пластина
immersiveengineering:metal:34, Никелевая пластина
immersiveengineering:metal:35, Урановая пластина
immersiveengineering:metal:36, Константановая пластина
immersiveengineering:metal:37, Электрумовая пластина
immersiveengineering:metal:38, Стальная пластина
immersiveengineering:metal:39, Железная пластина
immersiveengineering:metal:40, Золотая пластина
immersiveengineering:tool:0, Молот инженера
immersiveengineering:tool:1, Кусачки инженера
immersiveengineering:tool:2, Вольтметр инженера
immersiveengineering:tool:3, Руководство инженера
immersiveengineering:pickaxe_steel, Стальная кирка
immersiveengineering:shovel_steel, Стальная лопата
immersiveengineering:axe_steel, Стальной топор
immersiveengineering:hoe_steel, Steel Hoe
immersiveengineering:sword_steel, Стальной меч
immersiveengineering:toolbox, Ящик для инструментов
immersiveengineering:wirecoil:0, Моток низковольтного провода
immersiveengineering:wirecoil:1, Моток средневольтного провода
immersiveengineering:wirecoil:2, Моток высоковольтного провода
immersiveengineering:wirecoil:3, Моток пенькового каната
immersiveengineering:wirecoil:4, Моток стального троса
immersiveengineering:wirecoil:5, Моток краснокаменного провода
immersiveengineering:wirecoil:6, Моток низковольтного провода с изоляцией
immersiveengineering:wirecoil:7, Моток средневольтного провода с изоляцией
immersiveengineering:seed:0, Семена промышленной конопли
immersiveengineering:drill:0, Шахтёрский бур
immersiveengineering:drillhead:0, Стальное буровое долото
immersiveengineering:drillhead:1, Железное буровое долото
immersiveengineering:jerrycan, Канистра
immersiveengineering:mold:0, Пресс-форма "Пластина"
immersiveengineering:mold:1, Пресс-форма "Шестерня"
immersiveengineering:mold:2, Пресс-форма "Прут"
immersiveengineering:mold:3, Пресс-форма "Патрон"
immersiveengineering:mold:4, Пресс-форма "Провод"
immersiveengineering:mold:5, Пресс-форма "Упаковка 2x2"
immersiveengineering:mold:6, Пресс-форма "Упаковка 3x3"
immersiveengineering:mold:7, Пресс-форма "Распаковка"
immersiveengineering:blueprint, Инженерный чертёж
immersiveengineering:revolver, Револьвер
immersiveengineering:speedloader, Ускоритель заряжания
immersiveengineering:bullet:0, Металлическая гильза
immersiveengineering:bullet:1, Гильза
immersiveengineering:bullet:2, Простой патрон
immersiveengineering:bullet:2, Бронебойный патрон
immersiveengineering:bullet:2, Картечь
immersiveengineering:bullet:2, Фугасный патрон
immersiveengineering:bullet:2, Серебряный патрон
immersiveengineering:bullet:2, Патрон "Дыхание дракона"
immersiveengineering:bullet:2, Патрон с зельем
immersiveengineering:bullet:2, Сигнальный патрон
immersiveengineering:bullet:2, Самонаводящийся патрон
immersiveengineering:bullet:2, Патрон "Волчья стая"
immersiveengineering:chemthrower, Жидкомёт
immersiveengineering:railgun, Рельсотрон
immersiveengineering:skyhook, Небесный крюк
immersiveengineering:toolupgrade:0, Баллон со сжатым воздухом
immersiveengineering:toolupgrade:1, Продвинутая смазочная система
immersiveengineering:toolupgrade:2, Дополнительные шнеки
immersiveengineering:toolupgrade:3, Большой баллон
immersiveengineering:toolupgrade:4, Штык
immersiveengineering:toolupgrade:5, Расширенный магазин
immersiveengineering:toolupgrade:6, Усиливающие электронные лампы
immersiveengineering:toolupgrade:7, Направленное сопло
immersiveengineering:toolupgrade:8, Точный прицел
immersiveengineering:toolupgrade:9, Дополнительные конденсаторы
immersiveengineering:toolupgrade:10, Лампа-вспышка
immersiveengineering:toolupgrade:11, Шокоизлучатели
immersiveengineering:toolupgrade:12, Магнитная перчатка
immersiveengineering:toolupgrade:13, Мультибаллон
immersiveengineering:shader, Шейдер
immersiveengineering:shader_bag, Мешок шейдеров
immersiveengineering:earmuffs, Защитные наушники
immersiveengineering:coresample, Образец породы
immersiveengineering:graphite_electrode, Графитовый электрод
immersiveengineering:faraday_suit_feet, Сапоги Фарадея
immersiveengineering:faraday_suit_legs, Поножи Фарадея
immersiveengineering:faraday_suit_chest, Нагрудник Фарадея
immersiveengineering:faraday_suit_head, Шлем Фарадея
immersiveengineering:fluorescent_tube, Флуоресцентная лампа
immersiveengineering:powerpack, Конденсаторный рюкзак
immersiveengineering:shield, Тяжёлый крытый щит
immersiveengineering:maintenance_kit, Комплект для обслуживания
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
immersiveengineering:steel_armor_head, Steel Helmet
exnihilocreatio:oreberry_seed.iron, Семя черноплодной рябины
exnihilocreatio:oreberry_seed.gold, Семена ягодной руды
exnihilocreatio:oreberry_seed.copper, Медное семя
exnihilocreatio:oreberry_seed.tin, Семя оловянного ореха
exnihilocreatio:oreberry_seed.aluminum, Алюминиевое семя ягодной руды
exnihilocreatio:oreberry_seed.essence, item.exnihilocreatio.oreberry_seed.essence.name
exnihilocreatio:hammer_wood, Деревянный молот
exnihilocreatio:hammer_stone, Каменный молот
exnihilocreatio:hammer_iron, Железный молот
exnihilocreatio:hammer_diamond, Алмазный молот
exnihilocreatio:hammer_gold, Золотой молот
exnihilocreatio:crook_wood, Деревянный крюк
exnihilocreatio:crook_stone, Stone Crook
exnihilocreatio:crook_andesite, Andestite Crook
exnihilocreatio:crook_granite, Granite Crook
exnihilocreatio:crook_diorite, Diorite Crook
exnihilocreatio:crook_gold, Gold Crook
exnihilocreatio:crook_iron, Iron Crook
exnihilocreatio:crook_diamond, Diamond Tipped Crook
exnihilocreatio:crook_bone, Костяной крюк
exnihilocreatio:crook_clay_uncooked, Uncooked Clay Crook
exnihilocreatio:crook_clay, Clay Crook
exnihilocreatio:crook_prismarine, Prismarine Crook
exnihilocreatio:crook_netherrack, Netherrack Crook
exnihilocreatio:crook_purpur, Purpur Crook
exnihilocreatio:crook_blaze, Blazing Crook
exnihilocreatio:item_mesh:1, Тканная сетка
exnihilocreatio:item_mesh:2, Сетка усиленная кремнием
exnihilocreatio:item_mesh:3, Сетка усиленная железом
exnihilocreatio:item_mesh:4, Сетка усиленная алмазом
exnihilocreatio:item_material:1, Фарфоровая глина
exnihilocreatio:item_material:2, Шелкопряд
exnihilocreatio:item_material:3, Древние споры
exnihilocreatio:item_material:4, Травяные семена
exnihilocreatio:item_material:5, Фарфоровая кукла
exnihilocreatio:item_material:6, Каменная палка
exnihilocreatio:item_material:7, Каменная шестерня
exnihilocreatio:item_cooked_silkworm, Приготовленный шелкопряд
exnihilocreatio:item_pebble:0, Каменная галька
exnihilocreatio:item_pebble:1, Гранитная галька
exnihilocreatio:item_pebble:2, Диоритовая галька
exnihilocreatio:item_pebble:3, Андезитовая галька
exnihilocreatio:item_doll:0, Кукла ифрита
exnihilocreatio:item_doll:1, Кукла эндермена
exnihilocreatio:item_doll:2, Кукла шалкера
exnihilocreatio:item_doll:3, Кукла стража
exnihilocreatio:item_doll:4, Морозная кукла
exnihilocreatio:item_doll:5, Ветренная кукла
exnihilocreatio:item_doll:6, Дробильная кукла
exnihilocreatio:item_doll:7, Сочащаяся кукла
exnihilocreatio:item_seed_oak, Семена дуба
exnihilocreatio:item_seed_spruce, Семена ели
exnihilocreatio:item_seed_birch, Семена березы
exnihilocreatio:item_seed_jungle, Семена тропического дерева
exnihilocreatio:item_seed_acacia, Семена акации
exnihilocreatio:item_seed_darkoak, Семена темного дуба
exnihilocreatio:item_seed_cactus, Семена кактуса
exnihilocreatio:item_seed_sugarcane, Семена сахарного тростника
exnihilocreatio:item_seed_carrot, Семена моркови
exnihilocreatio:item_seed_potato, Семена картофеля
exnihilocreatio:block_skystone_crushed, Измельченный небесный камень
exnihilocreatio:witchwater, tile.witchwater.name
exnihilocreatio:block_dust, Пыль
exnihilocreatio:block_netherrack_crushed, Измельченный камень нижнего мира
exnihilocreatio:block_endstone_crushed, Измельченный камень края
exnihilocreatio:block_andesite_crushed, Измельченный андезит
exnihilocreatio:block_diorite_crushed, Измельченный диорит
exnihilocreatio:block_granite_crushed, Измельченный гранит
exnihilocreatio:block_barrel0, Деревянная бочка
exnihilocreatio:block_barrel1, Каменная бочка
exnihilocreatio:block_infesting_leaves, Зараженные листья
exnihilocreatio:block_infested_leaves, Зараженные листья
exnihilocreatio:block_sieve, Сито
exnihilocreatio:block_crucible_wood, Деревянный тигель
exnihilocreatio:block_waterwheel, Водяное колесо
exnihilocreatio:block_axle_stone, Каменный вал
exnihilocreatio:block_grinder, Гриндер [WIP! Ничего не делает!]
exnihilocreatio:block_auto_sifter, Автофильтр
exnihilocreatio:block_end_cake, Пирог края
exnihilocreatio:block_crucible:0, Необожженный тигель
exnihilocreatio:block_crucible:1, Тигель
exnihilocreatio:hammer_tconstruct, Кувалда
exnihilocreatio:crook_tconstruct, Крюк
excompressum:compressed_block:0, Compressed Dust
excompressum:compressed_block:1, Compressed Cobblestone
excompressum:compressed_block:2, Compressed Gravel
excompressum:compressed_block:3, Compressed Sand
excompressum:compressed_block:4, Compressed Dirt
excompressum:compressed_block:5, Compressed Flint
excompressum:compressed_block:6, Compressed Nether Gravel
excompressum:compressed_block:7, Compressed Ender Gravel
excompressum:compressed_block:8, Compressed Soul Sand
excompressum:compressed_block:9, Compressed Netherrack
excompressum:compressed_block:10, Compressed End Stone
excompressum:heavy_sieve:0, Heavy Oak Sieve
excompressum:heavy_sieve:1, Heavy Spruce Sieve
excompressum:heavy_sieve:2, Heavy Birch Sieve
excompressum:heavy_sieve:3, Heavy Jungle Sieve
excompressum:heavy_sieve:4, Heavy Acacia Sieve
excompressum:heavy_sieve:5, Heavy Dark Oak Sieve
excompressum:wooden_crucible:0, Oak Crucible
excompressum:wooden_crucible:1, Spruce Crucible
excompressum:wooden_crucible:2, Birch Crucible
excompressum:wooden_crucible:3, Jungle Crucible
excompressum:wooden_crucible:4, Acacia Crucible
excompressum:wooden_crucible:5, Dark Oak Crucible
excompressum:bait:0, Wolf Bait
excompressum:bait:1, Ocelot Bait
excompressum:bait:2, Cow Bait
excompressum:bait:3, Pig Bait
excompressum:bait:4, Chicken Bait
excompressum:bait:5, Sheep Bait
excompressum:bait:6, Squid Bait
excompressum:bait:7, Rabbit Bait
excompressum:bait:8, Horse Bait
excompressum:bait:9, Donkey Bait
excompressum:bait:10, Polar Bear Bait
excompressum:bait:11, Llama Bait
excompressum:bait:12, Parrot Bait
excompressum:auto_hammer, Auto Hammer
excompressum:auto_compressed_hammer, Auto Compressed Hammer
excompressum:auto_sieve, Auto Sieve
excompressum:auto_heavy_sieve, Auto Heavy Sieve
excompressum:auto_compressor, Auto Compressor
excompressum:auto_compressor_rationing, Auto Compressor (Rationing)
excompressum:chicken_stick, Chicken Stick
excompressum:compressed_hammer_wood, Compressed Wooden Hammer
excompressum:compressed_hammer_stone, Compressed Stone Hammer
excompressum:compressed_hammer_iron, Compressed Iron Hammer
excompressum:compressed_hammer_gold, Compressed Gold Hammer
excompressum:compressed_hammer_diamond, Compressed Diamond Hammer
excompressum:double_compressed_diamond_hammer, Double Compressed Diamond Hammer
excompressum:compressed_crook, Compressed Crook
excompressum:iron_mesh, Iron Mesh
excompressum:wood_chippings, Wood Chippings
excompressum:uncompressed_coal, Uncompressed Coal
excompressum:bat_zapper, Bat Zapper
excompressum:ore_smasher, Ore Smasher
excompressum:ugly_steel_plating, Ugly Steel Plating
excompressum:mana_sieve, Mana Sieve
excompressum:hammer_mana, Mana Hammer
zerocore:debugtool, Debug Tool
bigreactors:ingotmetals:0, Йеллориумовый слиток
bigreactors:ingotmetals:1, Цианитовый слиток
bigreactors:ingotmetals:2, Графитовый слиток
bigreactors:ingotmetals:3, Блутониевый слиток
bigreactors:ingotmetals:4, Лудикритовый слиток
bigreactors:ingotmetals:5, Стальной слиток
bigreactors:dustmetals:0, Йеллориумовая пыль
bigreactors:dustmetals:1, Цианитовая пыль
bigreactors:dustmetals:2, Графитовая пыль
bigreactors:dustmetals:3, Блутониевая пыль
bigreactors:dustmetals:4, Лудикритовая пыль
bigreactors:dustmetals:5, Стальная пыль
bigreactors:minerals:0, Англезит (PbSO4)
bigreactors:minerals:1, Бенитоит (BaTiSi3O9)
bigreactors:reactorcasingcores:0, Ядро реакторного корпуса (Старое)
bigreactors:turbinehousingcores:0, Ядро турбинного корпуса (Старое)
bigreactors:wrench, Гаечный ключ
bigreactors:turbinecreativesteamgenerator:0, Турбинный творческий генератор пара (Старый)
bigreactors:turbinerotorblade:0, Лезвие ротора турбины (Старое)
bigreactors:brore:0, Йелоритовая руда
bigreactors:brore:1, Англезитовая руда
bigreactors:brore:2, Бенитоитовая руда
bigreactors:blockmetals:0, Йеллориумовый блок
bigreactors:blockmetals:1, Цианитовый блок
bigreactors:blockmetals:2, Графитовый блок
bigreactors:blockmetals:3, Блутониевый блок
bigreactors:blockmetals:4, Лудикритовый блок
bigreactors:blockmetals:5, Стальной блок
bigreactors:turbinebearing:0, Подшипник ротора турбины (Старый)
bigreactors:reactorrednetport:0, Реакторный RedNet порт (Старый)
bigreactors:turbinehousing:0, Турбинный корпус (Старый)
bigreactors:reactoraccessport:0, Реакторный порт доступа (Старый)
bigreactors:turbinecomputerport:0, Компьютерный порт турбины (Старый)
bigreactors:turbinerotorshaft:0, Вал ротора турбины (Старый)
bigreactors:reactorcreativecoolantport:0, Реакторный творческий порт охлаждения (Старый)
bigreactors:turbinefluidport:0, Турбинный порт жидкостей (Старый)
bigreactors:reactorcoolantport:0, Реакторный порт охлаждения (Старый)
bigreactors:turbinecontroller:0, Турбинный контроллер (Старый)
bigreactors:reactorpowertaptesla:0, Реакторная "Tesla" розетка (Старая)
bigreactors:turbineglass:0, Турбинное стекло (Старое)
bigreactors:reactorcasing:0, Реакторный корпус (Старый)
bigreactors:reactorpowertaprf:0, Реакторная "Redstone Flux" розетка (Старая)
bigreactors:reactorcontroller:0, Реакторный контроллер (Старый)
bigreactors:reactorredstoneport:0, Редстоуновый порт реактора (Старый)
bigreactors:turbinepowertaprf:0, Турбинная "Redstone Flux" розетка (Старая)
bigreactors:turbinepowertaptesla:0, Турбинная "Tesla" розетка (Старая)
bigreactors:reactorcomputerport:0, Компьютерный порт реактора (Старый)
bigreactors:reactorglass:0, Реакторное стекло (Старое)
bigreactors:reactorcontrolrod:0, Реакторный контролирующий стержень (Старый)
bigreactors:reactorfuelrod:0, Реакторный топливный стержень (Старый)
farmingforblockheads:market, Рынок
farmingforblockheads:chicken_nest, Куриное гнездо
farmingforblockheads:feeding_trough, Кормушка
farmingforblockheads:fertilized_farmland_rich, Удобренная земля
farmingforblockheads:fertilized_farmland_healthy, Удобренная земля
farmingforblockheads:fertilized_farmland_rich_stable, Удобренная земля
farmingforblockheads:fertilized_farmland_healthy_stable, Удобренная земля
farmingforblockheads:fertilized_farmland_stable, Удобренная земля
farmingforblockheads:fertilizer:0, Красное удобрение
farmingforblockheads:fertilizer:1, Зелёное удобрение
farmingforblockheads:fertilizer:2, Жёлтое удобрение
mod_lavacow:netherstew, Суп с мясом лавовой коровы
mod_lavacow:canebeef, Стейк на палочке
mod_lavacow:canepork, Свинина на палочке
mod_lavacow:canerottenmeat, Гнилая плоть на палочке
mod_lavacow:fissionpotion, Зелье распада
mod_lavacow:hyphae, Корешки
mod_lavacow:parasite_item:0, Паразит
mod_lavacow:parasite_item:1, Паразит
mod_lavacow:parasite_item:2, Паразит
mod_lavacow:parasite_item_cooked, Приготовленный паразит
mod_lavacow:piranha, Пиранья
mod_lavacow:piranha_cooked, Приготовленная пиранья
mod_lavacow:cheirolepis, Черолепис
mod_lavacow:cheirolepis_cooked, Приготовленный черолепис
mod_lavacow:mousse, Фарш
mod_lavacow:meatball, Фрикаделька
mod_lavacow:sharptooth, Клык
mod_lavacow:bonesword, Костяной меч
mod_lavacow:intestine, Кишка
mod_lavacow:frozenthigh, Обмороженная бедренная кость
mod_lavacow:poisonspore, Ядовитые споры
mod_lavacow:undyingheart, Вечноживое сердце
mod_lavacow:goldenheart, Золотое сердце
mod_lavacow:moltenbeef, Пламенное мясо
mod_lavacow:moltenaxe, Пламенный топор
mod_lavacow:moltenhammer, Пламенный молот
mod_lavacow:mootenheart, Пламенное сердце
mod_lavacow:potion_of_mooten_lava, Зелье из крови лавовой коровы
mod_lavacow:swinemask, Маска свиньи
mod_lavacow:plagued_porkchop, Отравленный стейк
mod_lavacow:green_bacon_and_eggs, Несвежий бекон с яйцами
mod_lavacow:pigboarhide, Неприятная на запах шкура   
mod_lavacow:scythe_claw, Лезвие косы
mod_lavacow:reapers_scythe, Коса Азраэля
mod_lavacow:famine, Клинок вечного голода
mod_lavacow:mimic_claw, Клешня краба
mod_lavacow:mimic_claw_cooked, Приготовленные клешни краба
mod_lavacow:silky_sludge, Отходы
mod_lavacow:mossy_stick, Замшелая палка
mod_lavacow:sludge_wand, Мор
mod_lavacow:burntovipositor, Сожженная яйцекладка
mod_lavacow:war, Разжигатель пламени
mod_lavacow:moltenpan, Раскаленная сковородка
mod_lavacow:felarmor_helmet, Раскаленный шлем
mod_lavacow:felarmor_chestplate, Раскаленная кираса
mod_lavacow:felarmor_leggings, Раскаленные набедренники
mod_lavacow:felarmor_boots, Раскаленные ботинки
mod_lavacow:ptera_wing:0, Крыло птеры
mod_lavacow:ptera_wing:1, Крыло птеры
mod_lavacow:ptera_wing_cooked, Поджаренное крыло птеры
mod_lavacow:poisonstinger, Отравленное жало
mod_lavacow:vespa_carapace, Панцирь веспы
mod_lavacow:tooth_dagger, Кинжал из клыка
mod_lavacow:vespa_dagger, Пчелиное жало
mod_lavacow:sausage_roll, Сосиска в тесте
mod_lavacow:swinearmor_chestplate, Куртка из кожи свиньи
mod_lavacow:swinearmor_leggings, Штаны из кожи свиньи
mod_lavacow:swinearmor_boots, Ботинки из кожи свиньи
mod_lavacow:zombiepiranha_item, Мертвая пиранья
mod_lavacow:zombiepiranha_item_cooked, Приготовленная мертвая пиранья
mod_lavacow:piranhalauncher, Пусковая установка пираний
mod_lavacow:cursed_fabric, Оскверненная ткань
mod_lavacow:cursed_bandage:0, Повязка для питомца
mod_lavacow:cursed_bandage:1, Повязка для питомца
mod_lavacow:cursed_bandage:2, Повязка для питомца
mod_lavacow:cursed_bandage:3, Повязка для питомца
mod_lavacow:holy_sludge, "Нестабильная вера"
mod_lavacow:holy_grenade, "Взрывная вера"
mod_lavacow:feather_black, Черное перо
